TITLE | TYPE | YEAR
2Merch&ise Part 2 - Slot | M | 1992
2nd Annual American Comedy Awards, The | TV | 1988
2nd Annual BET Awards | TV | 2002
2nd Annual Black Achievement Awards, The | TV | 1979
2nd Annual Canadian Comedy Awards, The | TV | 2001
2nd Annual Latin Grammy Awards | TV | 2001
2nd Annual Latino Laugh Festival | TV | 1998
2nd Annual Mystery Science Theater 3000 Summer Blockbuster Review | TV | 1998
2nd Annual Soul Train Music Awards, The | TV | 1988
2nd Annual TV Guide Awards | TV | 2000
2nd Annual Women Rock! Girls and Guitars, The | TV | 2001
2nd Annual Zucchini Festival, The | M | 1983
2nd Battalion, 3rd New York Provisional Regiment, Rochester and Syracuse, Separate Companies | M | 1899
2nd Company Governor's Footguards, Conn. | M | 1899
2nd Gear | V | 2002
2nd Irish Film and Television Awards | TV | 2004
2nd Service Battalion, Canadian Infantry, Embarking for So. Africa | M | 1899
2nd Special Service Battalion, Canadian Infantry: Parade | M | 1899
2nd War Hats | M | 1986
2Pac 4 Ever | V | 2003
2wks, 1yr | M | 2002
2wol 30ilsaeng | M | 1983
2X1 es tango | M | 2001
2º Centenário do Jardim Guerra Junqueiro | M | 1952
2º Comboio Mistério, O | M | 1932
2÷3 | M | 2000
3 | M | 1971
3 | M | 1977
3 | M | 1995
3 - 4 Ever | M | 1996
3 1/2 Blocks from Home | M | 1992
3 A.M. | M | 1976
3 A.M. | M | 2001
3 AM | M | 2003
3 Bad Boys | V | 2004
3 Bad Men | M | 1926
3 Beauties and a Maid | M | 1982
3 Below | V | 2005
3 by Cheever: O Youth and Beauty! | TV | 1979
3 by Cheever: The 5:48 | TV | 1979
3 by Cheever: The Sorrows of Gin | TV | 1979
3 Can Testers | M | 1901
3 Can Testers (Side View) | M | 1901
3 Ceilings | M | 2001
3 Chains o' Gold | V | 1994
3 Chinesen mit dem Kontrabass | M | 2000
3 Clear Sundays | TV | 1965
3 colpi di Winchester per Ringo | M | 1966
3 comunes y corrientes | M | 1995
3 cruces en una tumba | V | 2003
3 cuernos de chivo | V | 2000
3 Day Test | M | 2005
3 Days | M | 1984
3 Days of Rain | M | 2002
3 Days to a Kill | TV | 1991
3 Days... 3 Hours... 3 Minutes... 3 Seconds | M | 1999
3 de la sierra, Los | V | 1998
3 Deewarein | M | 2003
3 Degrees of Humiliation | V | 1998
3 dev adam | M | 1973
3 Dumb Clucks | M | 1937
3 Easy Pieces | V | 2000
3 Engel für Charlie | V | 2000
3 Evil Masters | M | 1980
3 Feet Under: Digging Deep for the Geoduck | M | 2003
3 gallos giros | V | 2002
3 Game Guys | M | 1929
3 garçons, 1 fille, 2 mariages | TV | 2004
3 go shou shang de jing cha | M | 1996
3 Godfathers | M | 1948
3 Green Commodores | M | 2005
3 Histórias da Bahia | M | 2001
3 hommes et un couffin | M | 1985
3 Joes | M | 1991
3 kilabot sa barilan | M | 1968
3 Kings, The | M | 2000
3 klaphoeden, De | TV | 1962
3 Kronen (5. Fassung) | M | 1992
3 lancheros mas picados | V | 2001
3 lancheros muy picudos | M | 1989
3 Little Ninjas and the Lost Treasure | M | 1990
3 Little Wolfs, The | M | 2001
3 Men and a Job | M | 1996
3 Men and a Little Lady | M | 1990
3 metros bajo tierra | M | 2001
3 millones y el amor | M | 1946
3 Minnies: Sota, Tonka and Ha-Ha!, The | M | 1949
3 Minute a Day Facelift, The | V | 1995
3 Minute Wonder | M | 2000
3 Minutes | M | 2003
3 Minutes on the Dangers of Film Recording | M | 1975
3 Minutes to Impact | TV | 1996
3 Misses | M | 1998
3 Missing Links | M | 1927
3 Mistresses of the Mansion | V | 1994
3 musketiers - De musical | V | 2003
3 Needles | M | 2005
3 Ninjas | M | 1992
3 Ninjas Kick Back | M | 1994
3 Ninjas Kick Back | VG | 1995
3 Ninjas Knuckle Up | M | 1995
3 Ninjas: High Noon at Mega Mountain | M | 1998
3 noches | M | 2001
3 Nuts in Search of a Bolt | M | 1964
3 pazeste | M | 2003
3 Pete | V | 2004
3 petits points la lune | M | 1998
3 Posträuber, Die | M | 1998
3 Ring Circus | M | 1954
3 Ring Wing-Ding | M | 1968
3 ronden | M | 1997
3 Shaolin Musketeers | M | 1978
3 slags kærlighed | M | 1970
3 soeurs en 2 temps | M | 2003
3 Steps to Heaven | TV | 1995
3 Strikes | M | 2000
3 Stunden Spritzer | V | 1993
3 Tables | M | 2003
3 Tage 44 | M | 2000
3 tambours, Les | M | 1946
3 Tenors in Concert 1994, The | TV | 1994
3 Tenors, Paris 1998, The | TV | 1998
3 the Hard Way | V | 1999
3 tumbas parte 2, Las | V | 2003
3 Weeks After Paradise | M | 2002
3 weken feest?! | M | 2000
3 Wise Women | M | 2004
3 Wives | V | 1993
3 Women | M | 1977
3 Worlds of Gulliver, The | M | 1960
3 x 1: Three Girls on One Guy | V | 2002
3 x 3 = ? | M | 1963
3 x 3 Makes Sex | M | 1974
3 x Eden | M | 1997
3 zéros | M | 2002
3+1 | M | 1997
3+2 | M | 1962
3,000 Mile Chase, The | TV | 1977
3-2-0 | V | 2002
3-2-1 Penguins: Moon Menace On Planet Tell-A-Lie | V | 2003
3-2-1 Penguins: The Amazing Carnival of Complaining | V | 2002
3-2-1 Penguins: The Cheating Scales of Bullamanka | V | 2001
3-2-1 Penguins: The Doom Funnel Rescue! | V | 2003
3-4x jugatsu | M | 1990
3-5-8 | M | 1993
3-Blicke | M | 1993
3-D Army, The | M | 1990
3-D Battles of World Runner, The | VG | 1987
3-D Geisterjäger | V | 2000
3-D Megahaie | V | 2000
3-D Rocks | M | 2005
3-D Safari | V | 2000
3-Kronen | M | 1992
3-Minute Life | M | 2002
3-Way | M | 2004
3. November 1918 | M | 1965
3. Weltkrieg, Der | TV | 1998
3.z | TV | 2002
3/16/01 | M | 2004
3/60: Bäume im Herbst | M | 1960
30 Anos com Salazar | M | 1957
30 ans | M | 2000
30 April-gevoel, Het | M | 1981
30 años sonoros 1933 - 1963 | M | 1982
30 Below Zero | M | 1926
30 cm de Pica e Demais | V | 1999
30 cm zgvis donidan | M | 1989
30 Days | M | 1999
30 Days in the Hole | V | 1993
30 Days in the Hole | V | 2004
30 Days of Night | M | 2004
30 Days Until I'm Famous | TV | 2004
30 de operatori pîndesc eclipsa | M | 1960
30 Foot Bride of Candy Rock, The | M | 1959
30 Frames a Second: The WTO in Seattle | M | 2000
30 godina Energogasa | M | 1985
30 godina Jugoslavije | M | 1973
30 hari mencari cinta | M | 2004
30 ilganui yayohoi | M | 1980
30 Is a Dangerous Age, Cynthia | M | 1968
30 Kaful 4 | M | 1992
30 karatów szczescia | M | 1936
30 maschi per Sandy | M | 1993
30 May - 2 Juni | M | 1967
30 Men for Sandy | V | 1995
30 Miles | M | 2004
30 Minutes at Gunsight | TV | 1963
30 Minutes, Mister Plummer | M | 1963
30 nyeonmanui daegyeol | M | 1971
30 panen a Pythagoras | M | 1977
30 pinnar muck | M | 1966
30 segundos de amor | M | 1947
30 Views of Mt. Mayon | M | 2000
30 Winchester per El Diablo | M | 1965
30 Years of Emmerdale | TV | 2002
30 Years of Fun | M | 1963
30 Years of James Bond | TV | 1992
30 Years of Monty Python: A Revelation | TV | 1999
30 Years of National Geographic Specials | TV | 1995
30 Years to Life | M | 2001
30 zit- en 79 staanplaatsen | M | 1971
30, Still Single: Contemplating Suicide | M | 1998
30-30, El | M | 1991
30. Januar 1945 | M | 1965
30/30 | TV | 2001
300 | M | 2006
300 let tomu | M | 1956
300 mil do nieba | M | 1989
300 Premiership Goals | V | 1998
300 Spartans, The | M | 1962
300 Year Weekend, The | M | 1971
300 éves ember, A | M | 1914
300,000 héroes | M | 1976
300.000 kvadrata | M | 1964
300.000 pengö az utcán | M | 1937
3000 Häuser | M | 1967
3000 km i Alaska med Ejnar Mikkelsen | TV | 1961
3000 Miles to Graceland | M | 2001
3000 mètres d'altitudes | M | 2000
3000 scénarios contre un virus | M | 1994
301, 302 | M | 1995
303 Fear Faith Revenge | M | 1998
30:13 | M | 2003
30:e november | M | 1995
30th Annual Academy Awards, The | TV | 1958
30th Annual American Music Awards, The | TV | 2003
30th Annual Daytime Emmy Awards, The | TV | 2003
30th Annual Grammy Awards, The | TV | 1988
30th Annual Primetime Emmy Awards, The | TV | 1978
30th Annual Tony Awards, The | TV | 1976
30th NAACP Image Awards | TV | 1999
31 | M | 2003
31 de Janeiro no Porto, O | M | 1926
31 Girl Pickup | V | 1997
31 iyunya | TV | 1978
31 Sprünge | M | 1968
31. März - Ab April wird alles besser... | M | 1996
31/75: Asyl | M | 1975
311 | M | 1943
311: Live in New Orleans | V | 2004
317e section, La | M | 1965
31st Annual Academy Awards, The | TV | 1959
31st Annual American Music Awards, The | TV | 2003
31st Annual Daytime Emmy Awards, The | TV | 2004
31st Annual Grammy Awards, The | TV | 1989
31st Annual Juno Awards, The | TV | 2002
31st Annual Primetime Emmy Awards, The | TV | 1979
31st Annual Tony Awards, The | TV | 1977
31st NAACP Image Awards | TV | 2000
32 dicembre | M | 1988
32/76: An W+B | M | 1976
322 | M | 1969
32A | M | 2005
32nd Annual Academy Awards, The | TV | 1960
32nd Annual Grammy Awards, The | TV | 1990
32nd Annual Juno Awards, The | TV | 2003
32nd Annual Primetime Emmy Awards, The | TV | 1980
32nd Annual Tony Awards, The | TV | 1978
32nd NAACP Image Awards | TV | 2001
32nd Regiment, Michigan Volunteers | M | 1898
32oe dekabrya | TV | 2004
32º giro ciclistico d'Italia | M | 1949
33 | M | 2002
33 1/2 | M | 2004
33 1/3 Revolutions Per Monkee | TV | 1969
33 Girl Jam | V | 1998
33 tours et puis s'en vont | M | 1955
33.333 | M | 1924
33.333 | M | 1936
336 PEK | M | 2000
33rd Annual Academy Awards, The | TV | 1961
33rd Annual Grammy Awards, The | TV | 1991
33rd Annual Juno Awards, The | TV | 2004
33rd Annual Primetime Emmy Awards, The | TV | 1981
33rd Annual Tony Awards, The | TV | 1979
33rd Infantry, U.S.A. | M | 1899
33rd NAACP Image Awards | TV | 2002
33rd Regiment, Michigan Volunteers | M | 1898
34-j skoryj | M | 1981
348 | M | 1999
34th Annual Academy Awards, The | TV | 1962
34th Annual Grammy Awards, The | TV | 1992
34th Annual Tony Awards, The | TV | 1980
34th NAACP Image Awards | TV | 2003
35 - O Assalto ao Poder | M | 2003
35 Aside | M | 1995
35 godina G.P. Neimar | M | 1980
35 godina PKB | M | 1981
35 grader | M | 2002
35 J | M | 2003
35 Miles from Normal | M | 1997
35 Up | TV | 1991
35, Boulevard General Koenig | M | 1971
357 magnum | M | 1979
35th Annual Academy Awards, The | TV | 1963
35th Annual GMA Music Awards | TV | 2004
35th Annual Golden Globe Awards, The | TV | 1978
35th Annual Grammy Awards, The | TV | 1993
35th Annual Tony Awards, The | TV | 1981
35th NAACP Image Awards | TV | 2004
36 | M | 2001
36 Chowringhee Lane | M | 1981
36 colpi, I | M | 1997
36 Deadly Styles, The | M | 1980
36 fillette | M | 1988
36 Ghante | M | 1974
36 Hours | M | 1953
36 Hours | M | 1965
36 Hours to Die | TV | 1999
36 Hours to Kill | M | 1936
36 ore all'inferno | M | 1969
36 quai des orfèvres | M | 2004
36 Stunden Angst | TV | 1998
36 Swordguards, The | M | ????
36-15 | M | 1988
360 b'u | M | 1998
360 Degrees.org | M | 2002
360 grados en torno a Marisol | TV | 1972
360° de bonheur | M | 2003
3615 code Père Noël | M | 1990
364 Girls a Year | M | 1996
365 Nights in Hollywood | M | 1934
36K | M | 2000
36th Annual Academy Awards, The | TV | 1964
36th Annual Grammy Awards, The | TV | 1994
36th Annual Tony Awards, The | TV | 1982
37 Ninja Kids | M | 1983
37 og et halvt | M | 2005
37 Stories About Leaving Home | M | 1997
37/78: Tree Again | M | 1978
3719 Broadleaf Road | M | 2004
37th Annual Academy Awards, The | TV | 1965
37°2 le matin | M | 1986
38 popugayev | M | 1976
38 Special: Live at Sturgis | V | 1999
38th Annual Academy Awards, The | TV | 1966
38th Annual Golden Globe Awards, The | TV | 1981
38th Annual Grammy Awards, The | TV | 1996
38th Annual New Zealand Music Awards | TV | 2001
39 cartas de amor | M | 1949
39 East | M | 1920
39 keihô dai sanjûkyû jô | M | 1999
39 Steps, The | M | 1935
39 Steps, The | M | 1959
39 Steps, The | M | 2005
39-es dandár, A | M | 1959
39/81: Which Way to CA? | M | 1981
39th Annual Academy Awards, The | TV | 1967
39th Annual Golden Globe Awards, The | TV | 1982
3: The Dale Earnhardt Story | TV | 2004
3: Watch It Go | V | 1997
3:1 a szerelem javára | M | 1937
3:10 to Yuma | M | 1957
3:10 to Yuma | M | 2005
3:15 | M | 1986
3:30 A.M. | M | 2003
3AM Eternal | M | 2001
3azima | M | 2003
3D | M | 2000
3D Ant Attack | VG | 1984
3D Frog Man | VG | 1998
3D Halloween | TV | 2000
3D Tank Duel | VG | 1984
3D Tetrimania | VG | 1998
3deep | TV | 1999
3groschenoper, Die | M | 1931
3inui geomeun pyobeom | M | 1971
3rd Annual BET Awards | TV | 2003
3rd Annual Canadian Comedy Awards, The | V | 2002
3rd Annual Latin Grammy Awards | TV | 2002
3rd Annual Screen Actors Guild Awards | TV | 1997
3rd Annual Soul Train Music Awards, The | TV | 1989
3rd Annual Women Rock! Girls and Guitars, The | TV | 2002
3rd Ave. El | M | 1955
3rd Barry Manilow Special, The | TV | 1979
3rd Voice, The | M | 1960
3Xtreme | VG | 1999
3° kälter | M | 2005
4 | M | 1995
4 | M | 1998
4 | M | 2001
4 1/2 | M | 1996
4 a Cero | M | 1998
4 a.m.: Open All Night | M | 1999
4 Adults Only | M | 1986
4 Alarm Stud | V | 1991
4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art' | M | 1964
4 aventures de Reinette et Mirabelle | M | 1987
4 balgarak | M | 2002
4 Bi 4 | V | 1994
4 bodas de Marisol, Las | M | 1967
4 caporali e 1/2 e un colonello tutto d'un pezzo | M | 1973
4 Cheerleaders of the Apocalypse | V | 1997
4 Clowns | M | 1970
4 Devils | M | 1928
4 Faces | M | 1999
4 fans fik chancen for at møde 'Vegas folket' på Comedy Zoo i København | TV | 2003
4 Fantastic Fucking Hours of Big Dicks | V | 2001
4 Fantastic Fucking Hours of Blow Jobs | V | 2001
4 Fantastic Fucking Hours of More Latin Babes | V | 1998
4 Fantastic Fucking Hours of Outdoor Slamming | V | 2001
4 Finger Club 12, The | V | 2000
4 Finger Club 15 | V | 2001
4 Finger Club 16 | V | 2001
4 Finger Club 18, The | V | 2001
4 Finger Club 19, The | V | 2001
4 Finger Club 2, The | V | 1999
4 Finger Club 4, The | V | 1999
4 Finger Club 6 | V | 1999
4 Finger Club 7, The | V | 1999
4 Finger Club 8, The | V | 1999
4 for Texas | M | 1963
4 Freunde und 4 Pfoten | M | 2003
4 Fucking Hours 16: Slurp 'n' Slide | V | 2001
4 Geschichten über 5 Tote | M | 1998
4 hembras y un macho menos | M | 1979
4 Hours 3: Lezbo Madness | V | 1999
4 Inyong shiktak | M | 2003
4 jaargetijden, De | M | 1993
4 Little Girls | M | 1997
4 maneras de tapar un hoyo | M | 1995
4 marmittoni alle grandi manovre | M | 1974
4 min 3 sec | M | 1999
4 minuti per 4 milliardi | M | 1976
4 More Days | M | 2003
4 mosche di velluto grigio | M | 1971
4 movimiento: destrucción | M | 1993
4 músicos de Bremen, Los | M | 1989
4 narcas 2, Las | V | 2002
4 P.M. | M | 2000
4 saisons d'Espigoule, Les | M | 1999
4 Screws and an Anal | M | 1994
4 Second Delay | M | 1998
4 Selections from Plimpton County's Tuff Truck Jamboree | V | 2003
4 Short Films About Love: Summer | M | 1995
4 Short Films by Rob Wheeler | M | 1995
4 Sisters | V | 2004
4 Songs by the 4 Gentlemen | M | 1949
4 the People | M | 2004
4 Urlauber und 1 Baby | TV | 1996
4 Vertigo | M | 2000
4 x 4 | M | 1965
4 Young Barents Dox | M | 2000
4-Cylinder 400 | M | 2004
4-Way Whores | V | 2004
4. August 2002 | M | 2003
4.50 from Paddington | TV | 1987
40 | M | 1999
40 | M | 2002
40 ans de la 2, Les | TV | 2004
40 ans, bourgeoise et pute | M | 1995
40 años de novios | M | 1963
40 Carats | M | 1973
40 Days and 40 Nights | M | 2002
40 Days for Danny | TV | 1982
40 Days of Musa Dagh | M | 1982
40 ezetz | M | 1999
40 gradi all'ombra del lenzuolo | M | 1976
40 grados a la sombra | M | 1967
40 Greatest Reality TV Moments | TV | 2004
40 Guns to Apache Pass | M | 1967
40 jaar Textielarbeiderscentrale van België | M | 1938
40 Plus | M | 1986
40 Pounds of Trouble | M | 1962
40 Quadratmeter Deutschland | M | 1986
40 Something | V | 1990
40 Something 2 | V | 1991
40 Something and Still Hot | V | 1995
40 Stunden in der Schrägspur | M | 1994
40 the Hard Way | V | 1991
40 Winks | VG | 1999
40 Winks of Fury | M | 1998
40 Year Scotch | M | 2004
40 Year-Old Virgin, The | M | 2005
40 Years of Adventures | TV | 1995
40 Years of Laughter: The Sitcoms | TV | 1995
40 Years of University Challenge | TV | 2002
40 år med Oluf | V | 1999
40,000 Horsemen | M | 1941
40,000 Miles with Lindbergh | M | 1928
40,000 Years of Dreaming | M | 1997
40-Horse Hawkins | M | 1924
40/81: Breakfast im Grauen | M | 1981
400 Million, The | M | 1939
400 Not Out! - Brian Lara's World Record Innings | V | 2004
400-Jahrfeier von Augsburg, Die | M | 1930
4000 de trepte spre cer | M | 1963
4000 milja daleki | M | 1962
400m haies | M | 1998
405 | M | 2000
405 mou sha an | M | 1980
40Something Xtra: Older and Bolder | V | 2004
40th Anniversary Celebration of Coronation Street | V | 2000
40th Annual Academy Awards, The | TV | 1968
40th Annual Grammy Awards, The | TV | 1998
40th Annual Miss USA Pageant, The | TV | 1991
40th Annual Tony Awards, The | TV | 1986
40º edición de los premios Ondas | TV | 1993
41 Days | M | 1999
41 el hombre perfecto | M | 1982
41 Shots | M | 2000
41/82: Getting warm | M | 1982
411VM Skateboarding Issue 48 | V | 2001
411VM Skateboarding Issue 65 | V | 2004
4125, Parthenais | M | 2001
41st Annual Academy Awards, The | TV | 1969
41st Annual Grammy Awards, The | TV | 1999
41st Annual Tony Awards, The | TV | 1987
41º edición de los premios Ondas | TV | 1994
42-DD | M | 2002
42. Himmel, Der | M | 1962
42.4 Percent | M | 2006
420 | M | 1992
420 | M | 2000
420 | M | 2004
420 Seconds of Love | M | 2002
421 | V | 2002
42: Forty Two Up | TV | 1998
42:6 - Ben Gurion | M | 1970
42K | M | 2000
42nd Annual Academy Awards, The | TV | 1970
42nd Annual Grammy Awards, The | TV | 2000
42nd Annual L.A. County Arts Commission Holiday Celebration | TV | 2001
42nd Annual New York Emmy Awards, The | TV | 1999
42nd Annual Primetime Emmy Awards, The | TV | 1990
42nd Annual Tony Awards, The | TV | 1988
42nd Annual TV Week Logie Awards | TV | 2000
42nd Street | M | 1929
42nd Street | M | 1933
42nd. Street Special, The | M | 1933
42º edición de los premios Ondas | TV | 1995
43: The Richard Petty Story | M | 1974
43rd Annual Academy Awards, The | TV | 1971
43rd Annual Grammy Awards, The | TV | 2001
43rd Annual Primetime Emmy Awards, The | TV | 1991
43rd Annual Tony Awards, The | TV | 1989
43rd Annual TV Week Logie Awards | TV | 2001
43rd Rifles; Royal Canadian Infantry | M | 1899
43º edición de los premios Ondas | TV | 1996
44 | M | 2000
44 Floors | M | 1996
44 Minutes: The North Hollywood Shoot-Out | TV | 2003
44 ou les récits de la nuit | M | 1985
44-Calibre Mystery, A | M | 1917
44. divisioonan kujanjuoksu | V | 1995
44/85: Foot'-age Shoot'-out | M | 1985
44th Annual Academy Awards, The | TV | 1972
44th Annual Golden Globe Awards, The | TV | 1987
44th Annual Grammy Awards, The | TV | 2002
44th Annual Los Angeles County Holiday Celebration | TV | 2003
44th Annual Tony Awards, The | TV | 1990
44º edición de los premios Ondas | TV | 1997
45 expansiva | M | 1996
45 Fathers | M | 1937
45 Minutes from Broadway | M | 1920
45 para los gastos del mes, Una | M | 2000
45 RPM Love | M | 1996
45/85 | TV | 1985
4500 kilos d'or pur | TV | 1972
451 Forte | M | 2000
457mm d'erreur | M | 1996
45th Annual Academy Awards, The | TV | 1973
45th Annual Grammy Awards, The | TV | 2003
45th Annual Tony Awards, The | TV | 1991
45° parallelo, Il | M | 1997
45º edición de los premios Ondas | TV | 1998
45º parallelo | M | 1986
46. Vzporednik | M | 1973
4628 Meter hoch auf Skiern - Besteigung des Monte Rosa | M | 1913
463 dana za nauku | M | 1971
46th Annual Academy Awards, The | TV | 1974
46th Annual Grammy Awards, The | TV | 2004
46th Annual Primetime Emmy Awards, The | TV | 1994
46th Annual Tony Awards, The | TV | 1992
46º edición de los premios Ondas | TV | 1999
47 morto che parla | M | 1950
47 Natkal | M | 1981
47 Seconds | M | 2005
47:an Löken | M | 1971
47:an Löken blåser på | M | 1972
47th Annual Academy Awards, The | TV | 1975
47th Annual Miss USA Pageant, The | TV | 1998
47th Annual Primetime Emmy Awards, The | TV | 1995
